coach_type,phase,section,task
Motor,Completion,QC,Traction Motor (3) - Mechanical Repairs - Repair M16 Thread (Carcass)
Motor,Completion,QC,Traction Motor (3) - Mechanical Repairs - Repair M30 Thread (Carcass)
Motor,Completion,QC,Traction Motor (3) - Mechanical Repairs - Repair M36 Thread (Carcass)
Motor,Completion,QC,Traction Motor (3) - Mechanical Repairs - Weld and Machine Spigot - CE
Motor,Completion,QC,Traction Motor (3) - Mechanical Repairs - Weld and Machine Spigot - PE
Motor,Completion,QC,Traction Motor (3) - Mechanical Repairs - Weld and Machine Axle Way
Motor,Completion,QC,Traction Motor (3) - Mechanical Repairs - Weld and machine spigot - CE(Endshield)
Motor,Completion,QC,Traction Motor (3) - Mechanical Repairs - Weld and machine spigot - PE(Endshield)
Motor,Completion,QC,Traction Motor (3) - Mechanical Repairs - Repair CE endshield bearing housing
Motor,Completion,QC,Traction Motor (3) - Mechanical Repairs - Repair PE endshield bearing housing
Motor,Completion,QC,Traction Motor (3) - Bearing Assembly Kit - Bearing Assembly Kit
Motor,Completion,QC,Traction Motor (3) - Bearing Assembly Kit - Renew Outer Bearing Cap - CE
Motor,Completion,QC,Traction Motor (3) - Bearing Assembly Kit - Renew Outer Bearing Cap - PE
Motor,Completion,QC,Traction Motor (3) - Bearing Assembly Kit - Renew Inner Bearing Cap - CE
Motor,Completion,QC,Traction Motor (3) - Bearing Assembly Kit - Renew Inner Bearing Cap - PE
Motor,Completion,QC,Traction Motor (3) - Bearing Assembly Kit - Renew Bearing Lock Plate - CE
Motor,Completion,QC,Traction Motor (3) - Bearing Assembly Kit - Renew Shrink Ring Wiper - PE
Motor,Completion,QC,Traction Motor (3) - Bearing Assembly Kit - Renew Sealing Ring - PE
Motor,Completion,QC,Traction Motor (3) - Bearing Assembly Kit - Renew inner bearing wiper - PE
Motor,Completion,QC,Traction Motor (3) - Bearing Assembly Kit - Load Test Complete Motor
Motor,Completion,QC,Traction Motor (3) - Bearing Assembly Kit -
Motor,Completion,QC,Traction Motor (3) Armature - Standard Work -
Motor,Completion,QC,"Traction Motor (3) Armature - Standard Work - Strip, clean, mechanical checks, electrical tests, assess"
Motor,Completion,QC,Traction Motor (3) Armature - Standard Work - - Megger at 5000 V
Motor,Completion,QC,Traction Motor (3) Armature - Standard Work - - Hi pot at 4500 V AC for 15 sec
Motor,Completion,QC,Traction Motor (3) Armature - Standard Work - - Surge comparison test at 500 V bar to bar
Motor,Completion,QC,Traction Motor (3) Armature - Standard Work - - Commutator Bar to Bar test
Motor,Completion,QC,Traction Motor (3) Armature - Standard Work - - Check polarity
Motor,Completion,QC,Traction Motor (3) Armature - Standard Work - Clean and paint Armature
Motor,Completion,QC,"Traction Motor (3) Armature - Standard Work - Skim, undercut and bevel commutator"
Motor,Completion,QC,Traction Motor (3) Armature - Standard Work - Fine pruff commutator
Motor,Completion,QC,Traction Motor (3) Armature - Standard Work - Balance Armature
Motor,Completion,QC,Traction Motor (3) Armature - Standard Work - Renew Pinion Key
Motor,Completion,QC,Traction Motor (3) Armature - Standard Work - Final test Armature (Tests as per Item 1)
Motor,Completion,QC,Traction Motor (3) Armature -Additional Work -
Motor,Completion,QC,Traction Motor (3) Armature -Additional Work - Renew PTFE ring
Motor,Completion,QC,Traction Motor (3) Armature -Additional Work - Supply and fit new shaft
Motor,Completion,QC,Traction Motor (3) Armature -Additional Work - Bore out old shaft
Motor,Completion,QC,Traction Motor (3) Armature -Additional Work - Repairs on shaft:-
Motor,Completion,QC,Traction Motor (3) Armature -Additional Work - - PE Journal
Motor,Completion,QC,Traction Motor (3) Armature -Additional Work - - CE Journal
Motor,Completion,QC,Traction Motor (3) Armature -Additional Work - - Shaft threads
Motor,Completion,QC,Traction Motor (3) Armature -Additional Work - - Shrink ring journal
Motor,Completion,QC,Traction Motor (3) Armature -Additional Work - Replace Labyrinth seals - per set
Motor,Completion,QC,Traction Motor (3) Armature -Additional Work - Replace resi-binder - CE
Motor,Completion,QC,Traction Motor (3) Armature -Additional Work - Replace resi-binder - PE
Motor,Completion,QC,Traction Motor (3) Armature -Additional Work - Commutator:-
Motor,Completion,QC,Traction Motor (3) Armature -Additional Work - Repair commutator : front V-ring only
Motor,Completion,QC,"Traction Motor (3) Armature -Additional Work - Repair commutator : Old steel parts, new copper pack, new V-rings"
Motor,Completion,QC,"Traction Motor (3) Armature -Additional Work - Repair commutator : Refurbish steel parts, new copper pack, new V-rings"
Motor,Completion,QC,Traction Motor (3) Armature -Additional Work - Supply and fit complete new commutator
Motor,Completion,QC,Traction Motor (3) Armature -Additional Work - Replace core
Motor,Completion,QC,Traction Motor (3) Armature -Additional Work - Renew pinion
Motor,Completion,QC,Traction Motor (3) Armature -Additional Work - Rewind Armature complete - 5M2AR
Motor,Completion,QC,Traction Motor (3) Armature -Additional Work - Rewind Armature complete - 5M2
Motor,Completion,QC,Traction Motor (3) - Field Coil -
Motor,Completion,QC,"Traction Motor (3) - Field Coil - Remove, refit and connect Field Coils (including cables)"
Motor,Completion,QC,Traction Motor (3) - Field Coil - Renew earth insulation and VPI
Motor,Completion,QC,"Traction Motor (3) - Field Coil - Renew (old copper) earth insulation, interturn and VPI"
Motor,Completion,QC,Traction Motor (3) - Field Coil - Rewind and VPI (New copper)
Motor,Completion,QC,Traction Motor (3) - Field Coil - Repair pole pieces
Motor,Completion,QC,Traction Motor (3) - Field Coil - Renew pole piece
Motor,Completion,QC,Traction Motor (3) - Field Coil - Replace Spring Plates (SET)
Motor,Completion,QC,Traction Motor (3) - Field Coil - Renew Field Coils Bolts
Motor,Completion,QC,Traction Motor (3) - Field Coil - Renew Bakelite Blocks (SET)
Motor,Completion,QC,Traction Motor (3) - Field Coil - Renew Aluminium Blocks (SET)
Motor,Completion,QC,Traction Motor (3) -Interpole Coil -
Motor,Completion,QC,"Traction Motor (3) -Interpole Coil - Remove, refit and connectInterpole Coils (including cables)"
Motor,Completion,QC,Traction Motor (3) -Interpole Coil - Renew earth insulation and VPI
Motor,Completion,QC,"Traction Motor (3) -Interpole Coil - Rewind (old copper) earth insulation, interturn and VPI"
Motor,Completion,QC,Traction Motor (3) -Interpole Coil - Rewind and VPI (New copper)
Motor,Completion,QC,Traction Motor (3) -Interpole Coil - Repair pole piece
Motor,Completion,QC,Traction Motor (3) -Interpole Coil - Renew pole piece
Motor,Completion,QC,Traction Motor (3) -Interpole Coil - Renew Studs
Motor,Completion,QC,Traction Motor (3) -Interpole Coil - Renew Spring Plates (SET)
Motor,Completion,QC,"Traction Motor (4) Carcass - Standard Work - Strip, clean, mechanical checks, electrical tests, assess"
Motor,Completion,QC,"Traction Motor (4) Carcass - Standard Work - Overhaul Brush Boxes - (Replate, replace insulators; check spring tension, refurbish)"
Motor,Completion,QC,Traction Motor (4) Carcass - Standard Work - Renew arcing horns on commutator endshield
Motor,Completion,QC,Traction Motor (4) Carcass - Standard Work - Retin Thimbles
Motor,Completion,QC,Traction Motor (4) Carcass - Standard Work - Renew PE Bearing NU322ECWC4VA301
Motor,Completion,QC,Traction Motor (4) Carcass - Standard Work - Renew CE Bearing NJ317ECMC4VA301
Motor,Completion,QC,Traction Motor (4) Carcass - Standard Work - Renew carbon brushes - Le Carbone EG 6162
Motor,Completion,QC,Traction Motor (4) Carcass - Standard Work - Renew endshield bolt lock washers
Motor,Completion,QC,Traction Motor (4) Carcass - Standard Work - Renew pinion lock nut washers
Motor,Completion,QC,Traction Motor (4) Carcass - Standard Work - Electroplate parts
Motor,Completion,QC,Traction Motor (4) Carcass - Standard Work - Refurbish pinion
Motor,Completion,QC,Traction Motor (4) Carcass - Standard Work - Assemble
Motor,Completion,QC,Traction Motor (4) Carcass - Standard Work - Carry out no load test
Motor,Completion,QC,Traction Motor (4) Carcass - Standard Work - - Bearing temperature
Motor,Completion,QC,Traction Motor (4) Carcass - Standard Work - - Vibration analysis on all planes
Motor,Completion,QC,Traction Motor (4) Carcass - Standard Work - - Speed characteristic
Motor,Completion,QC,"Traction Motor (4) Carcass - Standard Work - - Overspeed at 2500 rpm for 2 min to determine high / low bar, springing comm, PTFE sleeve and binders"
Motor,Completion,QC,Traction Motor (4) Carcass - Standard Work - All values to be in accordance with VO16 specification
Motor,Completion,QC,Traction Motor (4) Carcass - Standard Work - Paint motor as per spec - Dove grey
Motor,Completion,QC,Traction Motor (4) Carcass - Standard Work - Cover air outlets to prevent dust ingress
Motor,Completion,QC,Traction Motor (4) Carcass - Standard Work -
Motor,Completion,QC,Traction Motor (4) Carcass -Additional Work - Supply new brush box assembly (each)
Motor,Completion,QC,Traction Motor (4) Carcass -Additional Work - Renew outer Cable (including markers and terminating) - each
Motor,Completion,QC,Traction Motor (4) Carcass -Additional Work - Cable assembly (Internal including markers) - each
Motor,Completion,QC,Traction Motor (4) Carcass -Additional Work - Dress and repair air outlet grids
Motor,Completion,QC,Traction Motor (4) Carcass -Additional Work - PE Endshield bolts - each
Motor,Completion,QC,Traction Motor (4) Carcass -Additional Work - CE Endshield bolts - each
Motor,Completion,QC,Traction Motor (4) Carcass -Additional Work - Replace Grommets - each
Motor,Completion,QC,Traction Motor (4) Carcass -Additional Work - Refurbish comm covers
Motor,Completion,QC,Traction Motor (4) Carcass -Additional Work - Renew earth brush box
Motor,Completion,QC,Traction Motor (4) Carcass -Additional Work - Renew Earth Brush
Motor,Completion,QC,Traction Motor (4) Carcass -Additional Work - Renew cable cleats - double - each
Motor,Completion,QC,Traction Motor (4) Carcass -Additional Work - Renew cable cleats - single - each
Motor,Completion,QC,Traction Motor (4) Carcass -Additional Work - Renew bottom inspection cover
Motor,Completion,QC,Traction Motor (4) Carcass -Additional Work - Replace Grease Pipe Assembly
Motor,Completion,QC,Traction Motor (4) Carcass -Additional Work - Renew Pinion Locking Nut
Motor,Completion,QC,Traction Motor (4) Carcass -Additional Work - Renew Oil Wicks
Motor,Completion,QC,Traction Motor (4) Carcass -Additional Work - Renew Oil Filter Cap
Motor,Completion,QC,Traction Motor (4) Carcass -Additional Work - Renew Cable Cleat Bracket
Motor,Completion,QC,Traction Motor (4) - Mechanical Repairs - Mechanical Repairs
Motor,Completion,QC,Traction Motor (4) - Mechanical Repairs - Repair M12 Thread (Carcass)
Motor,Completion,QC,Traction Motor (4) - Mechanical Repairs - Repair M16 Thread (Carcass)
Motor,Completion,QC,Traction Motor (4) - Mechanical Repairs - Repair M30 Thread (Carcass)
Motor,Completion,QC,Traction Motor (4) - Mechanical Repairs - Repair M36 Thread (Carcass)
Motor,Completion,QC,Traction Motor (4) - Mechanical Repairs - Weld and Machine Spigot - CE
Motor,Completion,QC,Traction Motor (4) - Mechanical Repairs - Weld and Machine Spigot - PE
Motor,Completion,QC,Traction Motor (4) - Mechanical Repairs - Weld and Machine Axle Way
Motor,Completion,QC,Traction Motor (4) - Mechanical Repairs - Weld and machine spigot - CE(Endshield)
Motor,Completion,QC,Traction Motor (4) - Mechanical Repairs - Weld and machine spigot - PE(Endshield)
Motor,Completion,QC,Traction Motor (4) - Mechanical Repairs - Repair CE endshield bearing housing
Motor,Completion,QC,Traction Motor (4) - Mechanical Repairs - Repair PE endshield bearing housing
Motor,Completion,QC,Traction Motor (4) - Bearing Assembly Kit - Bearing Assembly Kit
Motor,Completion,QC,Traction Motor (4) - Bearing Assembly Kit - Renew Outer Bearing Cap - CE
Motor,Completion,QC,Traction Motor (4) - Bearing Assembly Kit - Renew Outer Bearing Cap - PE
Motor,Completion,QC,Traction Motor (4) - Bearing Assembly Kit - Renew Inner Bearing Cap - CE
Motor,Completion,QC,Traction Motor (4) - Bearing Assembly Kit - Renew Inner Bearing Cap - PE
Motor,Completion,QC,Traction Motor (4) - Bearing Assembly Kit - Renew Bearing Lock Plate - CE
Motor,Completion,QC,Traction Motor (4) - Bearing Assembly Kit - Renew Shrink Ring Wiper - PE
Motor,Completion,QC,Traction Motor (4) - Bearing Assembly Kit - Renew Sealing Ring - PE
Motor,Completion,QC,Traction Motor (4) - Bearing Assembly Kit - Renew inner bearing wiper - PE
Motor,Completion,QC,Traction Motor (4) - Bearing Assembly Kit - Load Test Complete Motor
Motor,Completion,QC,Traction Motor (4) - Bearing Assembly Kit -
Motor,Completion,QC,Traction Motor (4) Armature - Standard Work -
Motor,Completion,QC,"Traction Motor (4) Armature - Standard Work - Strip, clean, mechanical checks, electrical tests, assess"
Motor,Completion,QC,Traction Motor (4) Armature - Standard Work - - Megger at 5000 V
Motor,Completion,QC,Traction Motor (4) Armature - Standard Work - - Hi pot at 4500 V AC for 15 sec
Motor,Completion,QC,Traction Motor (4) Armature - Standard Work - - Surge comparison test at 500 V bar to bar
Motor,Completion,QC,Traction Motor (4) Armature - Standard Work - - Commutator Bar to Bar test
Motor,Completion,QC,Traction Motor (4) Armature - Standard Work - - Check polarity
Motor,Completion,QC,Traction Motor (4) Armature - Standard Work - Clean and paint Armature
Motor,Completion,QC,"Traction Motor (4) Armature - Standard Work - Skim, undercut and bevel commutator"
Motor,Completion,QC,Traction Motor (4) Armature - Standard Work - Fine pruff commutator
Motor,Completion,QC,Traction Motor (4) Armature - Standard Work - Balance Armature
Motor,Completion,QC,Traction Motor (4) Armature - Standard Work - Renew Pinion Key
Motor,Completion,QC,Traction Motor (4) Armature - Standard Work - Final test Armature (Tests as per Item 1)
Motor,Completion,QC,Traction Motor (4) Armature -Additional Work -
Motor,Completion,QC,Traction Motor (4) Armature -Additional Work - Renew PTFE ring
Motor,Completion,QC,Traction Motor (4) Armature -Additional Work - Supply and fit new shaft
Motor,Completion,QC,Traction Motor (4) Armature -Additional Work - Bore out old shaft
Motor,Completion,QC,Traction Motor (4) Armature -Additional Work - Repairs on shaft:-
Motor,Completion,QC,Traction Motor (4) Armature -Additional Work - - PE Journal
Motor,Completion,QC,Traction Motor (4) Armature -Additional Work - - CE Journal
Motor,Completion,QC,Traction Motor (4) Armature -Additional Work - - Shaft threads
Motor,Completion,QC,Traction Motor (4) Armature -Additional Work - - Shrink ring journal
Motor,Completion,QC,Traction Motor (4) Armature -Additional Work - Replace Labyrinth seals - per set
Motor,Completion,QC,Traction Motor (4) Armature -Additional Work - Replace resi-binder - CE
Motor,Completion,QC,Traction Motor (4) Armature -Additional Work - Replace resi-binder - PE
Motor,Completion,QC,Traction Motor (4) Armature -Additional Work - Commutator:-
Motor,Completion,QC,Traction Motor (4) Armature -Additional Work - Repair commutator : front V-ring only
Motor,Completion,QC,"Traction Motor (4) Armature -Additional Work - Repair commutator : Old steel parts, new copper pack, new V-rings"
Motor,Completion,QC,"Traction Motor (4) Armature -Additional Work - Repair commutator : Refurbish steel parts, new copper pack, new V-rings"
Motor,Completion,QC,Traction Motor (4) Armature -Additional Work - Supply and fit complete new commutator
Motor,Completion,QC,Traction Motor (4) Armature -Additional Work - Replace core
Motor,Completion,QC,Traction Motor (4) Armature -Additional Work - Renew pinion
Motor,Completion,QC,Traction Motor (4) Armature -Additional Work - Rewind Armature complete - 5M2AR
Motor,Completion,QC,Traction Motor (4) Armature -Additional Work - Rewind Armature complete - 5M2
Motor,Completion,QC,Traction Motor (4) - Field Coil -
Motor,Completion,QC,"Traction Motor (4) - Field Coil - Remove, refit and connect Field Coils (including cables)"
Motor,Completion,QC,Traction Motor (4) - Field Coil - Renew earth insulation and VPI
Motor,Completion,QC,"Traction Motor (4) - Field Coil - Renew (old copper) earth insulation, interturn and VPI"
Motor,Completion,QC,Traction Motor (4) - Field Coil - Rewind and VPI (New copper)
Motor,Completion,QC,Traction Motor (4) - Field Coil - Repair pole pieces
Motor,Completion,QC,Traction Motor (4) - Field Coil - Renew pole piece
Motor,Completion,QC,Traction Motor (4) - Field Coil - Replace Spring Plates (SET)
Motor,Completion,QC,Traction Motor (4) - Field Coil - Renew Field Coils Bolts
Motor,Completion,QC,Traction Motor (4) - Field Coil - Renew Bakelite Blocks (SET)
Motor,Completion,QC,Traction Motor (4) - Field Coil - Renew Aluminium Blocks (SET)
Motor,Completion,QC,Traction Motor (4) -Interpole Coil -
Motor,Completion,QC,"Traction Motor (4) -Interpole Coil - Remove, refit and connectInterpole Coils (including cables)"
Motor,Completion,QC,Traction Motor (4) -Interpole Coil - Renew earth insulation and VPI
Motor,Completion,QC,"Traction Motor (4) -Interpole Coil - Rewind (old copper) earth insulation, interturn and VPI"
Motor,Completion,QC,Traction Motor (4) -Interpole Coil - Rewind and VPI (New copper)
Motor,Completion,QC,Traction Motor (4) -Interpole Coil - Repair pole piece
Motor,Completion,QC,Traction Motor (4) -Interpole Coil - Renew pole piece
Motor,Completion,QC,Traction Motor (4) -Interpole Coil - Renew Studs
Motor,Completion,QC,Traction Motor (4) -Interpole Coil - Renew Spring Plates (SET)
Motor,Completion,QC,"Motor Alternator Carcass - 
Standard Work -Strip, clean, mechanical checks, electrical tests, assess"
Motor,Completion,QC,"Motor Alternator Carcass - 
Standard Work -Renew Bearing DE - 6316C4 (FAG / SKF)"
Motor,Completion,QC,"Motor Alternator Carcass - 
Standard Work -Renew Bearing NDE - 6316C4 (FAG / SKF)"
Motor,Completion,QC,"Motor Alternator Carcass - 
Standard Work -Overhaul brush box assembly - LT (Replate, replace insulators; check spring tension, refurbish)"
Motor,Completion,QC,"Motor Alternator Carcass - 
Standard Work -Overhaul rocker ring assembly - HT (Replate, replace insulators; check spring tension, refurbish)"
Motor,Completion,QC,"Motor Alternator Carcass - 
Standard Work -Renew overspeed switch"
Motor,Completion,QC,"Motor Alternator Carcass - 
Standard Work -Refurbish support bar and terminal box - LT side"
Motor,Completion,QC,"Motor Alternator Carcass - 
Standard Work -Refurbish support bar and terminal box - HT side"
Motor,Completion,QC,"Motor Alternator Carcass - 
Standard Work -Renew brushes - LT side"
Motor,Completion,QC,"Motor Alternator Carcass - 
Standard Work -Renew brushes - HT side"
Motor,Completion,QC,"Motor Alternator Carcass - 
Standard Work -Assemble Motor Alternator"
Motor,Completion,QC,"Motor Alternator Carcass - 
Standard Work -Carry out no load test"
Motor,Completion,QC,"Motor Alternator Carcass - 
Standard Work -- Bearing temperature"
Motor,Completion,QC,"Motor Alternator Carcass - 
Standard Work -- Vibration analysis on all planes"
Motor,Completion,QC,"Motor Alternator Carcass - 
Standard Work -- Speed characteristic"
Motor,Completion,QC,"Motor Alternator Carcass - 
Standard Work -- Overspeed at 2500 rpm for 2 min to determine high / low bar, springing comm, PTFE sleeve and binders"
Motor,Completion,QC,"Motor Alternator Carcass - 
Standard Work -Paint motor as per spec - Dove grey"
Motor,Completion,QC,Motor Alternator Carcass -Additional Work -
Motor,Completion,QC,Motor Alternator Carcass -Additional Work -MOTOR END
Motor,Completion,QC,Motor Alternator Carcass -Additional Work -Re-insulate IP coil ground wall insulation & VPI (old copper)
Motor,Completion,QC,Motor Alternator Carcass -Additional Work -Re-insulate series Field Coil ground wall insulation & VPI (old copper)
Motor,Completion,QC,Motor Alternator Carcass -Additional Work -Re-insulate shunt Field Coil ground wall insulation & VPI (old copper)
Motor,Completion,QC,Motor Alternator Carcass -Additional Work -Renew internal cable set
Motor,Completion,QC,Motor Alternator Carcass -Additional Work -Supply new IP coil (each)
Motor,Completion,QC,Motor Alternator Carcass -Additional Work -Supply new series Field Coil (each)
Motor,Completion,QC,Motor Alternator Carcass -Additional Work -Supply new shunt Field Coil (each)
Motor,Completion,QC,Motor Alternator Carcass -Additional Work -Re-insulate protective transformer coil G780
Motor,Completion,QC,Motor Alternator Carcass -Additional Work -Supply complete new protective transformer G60AZ
Motor,Completion,QC,Motor Alternator Carcass -Additional Work -Rewind complete protective transformer coils
Motor,Completion,QC,"Motor Alternator Carcass -Additional Work -Remove, refit and re-connect field and IP coils"
Motor,Completion,QC,Motor Alternator Carcass -Additional Work -Supply new IP pole shoe (each)
Motor,Completion,QC,Motor Alternator Carcass -Additional Work -Supply new Field pole shoe (each)
Motor,Completion,QC,Frame -Frame
Motor,Completion,QC,Motor Alternator - Frame -Renew Fan
Motor,Completion,QC,Motor Alternator - Frame -Renew Overspeed Cover
Motor,Completion,QC,Motor Alternator - Frame -Supply new fan cowl
Motor,Completion,QC,Motor Alternator - Frame -Supply new shaft extension
Motor,Completion,QC,Motor Alternator - Frame -Supply new bearing housing - LT
Motor,Completion,QC,Motor Alternator - Frame -Supply new bearing housing - HT
Motor,Completion,QC,Motor Alternator - Frame -Repair bearing housing - LT
Motor,Completion,QC,Motor Alternator - Frame -Repair bearing housing - HT
Motor,Completion,QC,Motor Alternator - Frame -Repair end shield - LT
Motor,Completion,QC,Motor Alternator - Frame -Renew End Shied - LT
Motor,Completion,QC,Motor Alternator - Frame -Repair End shield - HT
Motor,Completion,QC,Motor Alternator - Frame -Renew End Shied - HT
Motor,Completion,QC,Motor Alternator - Frame -Supply new bearing cap - LT
Motor,Completion,QC,Motor Alternator - Frame -Supply new bearing cap - HT
Motor,Completion,QC,Motor Alternator - Frame -Renew rocker ring assembly HT
Motor,Completion,QC,Motor Alternator - Frame -Renew brush gear assembly LT
Motor,Completion,QC,Motor Alternator - Frame -Supply new bearing lock nut kit - HT and LT
Motor,Completion,QC,Motor Alternator - Frame -Supply coil support washers
Motor,Completion,QC,Motor Alternator - Frame -Rewind alternator stator
Motor,Completion,QC,Motor Alternator - Frame -Renew resillient mounts (each)
Motor,Completion,QC,Motor Alternator - Frame -Renew comm cover - LT
Motor,Completion,QC,Motor Alternator - Frame -Renew comm cover - HT
Motor,Completion,QC,Motor Alternator - Frame -Renew transformer cover
Motor,Completion,QC,Motor Alternator - Frame -Replace air grids
Motor,Completion,QC,Motor Alternator - Frame -Renew terminal box covers
Motor,Completion,QC,Motor Alternator - Frame -Renew insulation bar HT
Motor,Completion,QC,Motor Alternator - Frame -Renew insulation bar LT
Motor,Completion,QC,Motor Alternator - Frame -Renew connector blocks HT terminal box
Motor,Completion,QC,Motor Alternator - Frame -Renew connector blocks LT terminal box
Motor,Completion,QC,Motor Alternator - Frame -Renew grommets (set)
Motor,Completion,QC,Motor Alternator - Frame -Repair Frame spigots and Field Coil mounting surfaces
Motor,Completion,QC,Motor Alternator - Frame -Renew overspeed mechanism
Motor,Completion,QC,Motor Alternator - Frame -
Motor,Completion,QC,Motor Alternator Armature - Standard Work -
Motor,Completion,QC,"Motor Alternator Armature - Standard Work -Strip, clean, mechanical checks, electrical tests, assess"
Motor,Completion,QC,Motor Alternator Armature - Standard Work -Carry out Light repair
Motor,Completion,QC,Motor Alternator Armature - Standard Work -Turn commutator and under cut
Motor,Completion,QC,Motor Alternator Armature - Standard Work -Skim sliprings
Motor,Completion,QC,Motor Alternator Armature - Standard Work -Fit PTFE band
Motor,Completion,QC,Motor Alternator Armature - Standard Work -Balance Armature
Motor,Completion,QC,Motor Alternator Armature - Standard Work -Test Armature
Motor,Completion,QC,Motor Alternator Armature - Standard Work -Paint
Motor,Completion,QC,Motor Alternator Armature - Additional -
Motor,Completion,QC,Motor Alternator Armature - Additional -Rewind Armature (including VPI)
Motor,Completion,QC,Motor Alternator Armature - Additional -Repair commutator : front V-ring only
Motor,Completion,QC,"Motor Alternator Armature - Additional -Repair commutator : Old steel parts, new copper pack, new V-rings"
Motor,Completion,QC,"Motor Alternator Armature - Additional -Repair commutator : Refurbish steel parts, new copper pack, new V-rings"
Motor,Completion,QC,Motor Alternator Armature - Additional -Supply and fit complete new commutator
Motor,Completion,QC,Motor Alternator Armature - Additional -Renew binder (each)
Motor,Completion,QC,Motor Alternator Armature - Additional -Repair slip ring
Motor,Completion,QC,Motor Alternator Armature - Additional -Renew slip ring
Motor,Completion,QC,Motor Alternator Armature - Additional -Rewind exciter coil (induction rotor)
Motor,Completion,QC,Motor Alternator Armature - Additional -Reinsulate exciter coil - wall insulation only
Motor,Completion,QC,Motor Alternator Armature - Additional -Repair shaft (microweld)
Motor,Completion,QC,Motor Alternator Armature - Additional -Repair journal - HT
Motor,Completion,QC,Motor Alternator Armature - Additional -Repair journal - LT
Motor,Completion,QC,Motor Alternator Armature - Additional -Repair taper - LT
Motor,Completion,QC,Motor Alternator Armature - Additional -Repair threads - LT
Motor,Completion,QC,Motor Alternator Armature - Additional -Renew labyrinth seal - HT
Motor,Completion,QC,Motor Alternator Armature - Additional -Renew labyrinth seal - LT
Motor,Completion,QC,Motor Alternator Armature - Additional -Renew core pack
Motor,Completion,QC,Motor Alternator Armature - Additional -Renew stator core - LT
Motor,Completion,QC,Motor Alternator Armature - Additional -Load test
Power Car,Completion,Electrical,Bodywork & Attachments (Excl. Interior Trim) - 95 Square Cabling for Mainline
Power Car,Completion,BUP,Bodywork & Attachments (Excl. Interior Trim) - Block bumper Rubber block
Power Car,Completion,Structural,Bodywork & Attachments (Excl. Interior Trim) - Body Framework repairs
Power Car,Completion,Coach Build,Bodywork & Attachments (Excl. Interior Trim) - Commode Handles Overhaul
Power Car,Completion,QC,Bodywork & Attachments (Excl. Interior Trim) - Complete Coach Strip
Power Car,Completion,Structural,Bodywork & Attachments (Excl. Interior Trim) - Convert KP-1 Van to Power Car (Body steel work)
Power Car,Completion,Electrical,Bodywork & Attachments (Excl. Interior Trim) - Electrical Conduits - Renew
Power Car,Completion,Coach Build,Bodywork & Attachments (Excl. Interior Trim) - Exterior Steps Inspect and overhaul
Power Car,Completion,Paint Works,Bodywork & Attachments (Excl. Interior Trim) - External Signs and Decals
Power Car,Completion,Electrical,Bodywork & Attachments (Excl. Interior Trim) - Fit Communication system Speakers
Power Car,Completion,Coach Build,Bodywork & Attachments (Excl. Interior Trim) - Fit New floor plates at end
Power Car,Completion,Coach Build,Bodywork & Attachments (Excl. Interior Trim) - Fit New Pillars (500mm) L/H or R/H
Power Car,Completion,Coach Build,Bodywork & Attachments (Excl. Interior Trim) - Fit New Pillars Full size
Power Car,Completion,Coach Build,Bodywork & Attachments (Excl. Interior Trim) - Fit New Side Steps - Entrance
Power Car,Completion,Coach Build,Bodywork & Attachments (Excl. Interior Trim) - Gangway Plate Overhaul
Power Car,Completion,Coach Build,Bodywork & Attachments (Excl. Interior Trim) - Gangway Plate Renew
Power Car,Completion,Coach Build,Bodywork & Attachments (Excl. Interior Trim) - Glass (200 x 200) for emergency & fire ext
Power Car,Completion,Paint Works,Bodywork & Attachments (Excl. Interior Trim) - Grit Blast Body Shell and u/f equipment
Power Car,Completion,Coach Build,Bodywork & Attachments (Excl. Interior Trim) - Gummies Rubber Diaphragms - New (Including Steel Plates)
Power Car,Completion,Coach Build,Bodywork & Attachments (Excl. Interior Trim) - Gummies Rubber Diaphragms - Overhaul (Renew Rubbers Repair Steel Plates)
Power Car,Completion,Electrical,Bodywork & Attachments (Excl. Interior Trim) - Inter Coach Connectors (Recepticals)
Power Car,Completion,Electrical,Bodywork & Attachments (Excl. Interior Trim) - Interior Lighting new (Kit)
Power Car,Completion,Electrical,Bodywork & Attachments (Excl. Interior Trim) - Jumper Cables Complete New
Power Car,Completion,Electrical,Bodywork & Attachments (Excl. Interior Trim) - Lamp side renew with L.E.D. Type
Power Car,Completion,Electrical,Bodywork & Attachments (Excl. Interior Trim) - LT Rewiring
Power Car,Completion,Electrical,Bodywork & Attachments (Excl. Interior Trim) - Main Buss Junction & Receptical Boxes - Fit New
Power Car,Completion,Electrical,Bodywork & Attachments (Excl. Interior Trim) - Main DB Complete
Power Car,Completion,Structural,Bodywork & Attachments (Excl. Interior Trim) - Maxi Repairs
Power Car,Completion,Structural,Bodywork & Attachments (Excl. Interior Trim) - Midi Repairs (Refer CR 001)
Power Car,Completion,Structural,Bodywork & Attachments (Excl. Interior Trim) - Mini Repairs (Refer CR 001)
Power Car,Completion,Coach Build,Bodywork & Attachments (Excl. Interior Trim) - Monsoon Ventilators Renew (Rotating type)
Power Car,Completion,Coach Build,Bodywork & Attachments (Excl. Interior Trim) - Monsoon Ventilators Renew (Std GRP Type)
Power Car,Completion,Paint Works,Bodywork & Attachments (Excl. Interior Trim) - Paint Coach and auto coat complete
